SRC_ID,DST_ID,TRACE_IDX,TX_ANTENNA_ID1,TX_SECTOR_ID1,TX_AWV_ID1,TX_ANTENNA_ID2,TX_SECTOR_ID2,TX_AWV_ID2,TX_ANTENNA_ID3,TX_SECTOR_ID3,TX_AWV_ID3,TX_ANTENNA_ID4,TX_SECTOR_ID4,TX_AWV_ID4,RX_ANTENNA_ID1,RX_SECTOR_ID1,RX_AWV_ID1,RX_ANTENNA_ID2,RX_SECTOR_ID2,RX_AWV_ID2,RX_ANTENNA_ID3,RX_SECTOR_ID3,RX_AWV_ID3,RX_ANTENNA_ID4,RX_SECTOR_ID4,RX_AWV_ID4,CAPACITY,BTRAIN
1,2,205420,1,101,255,2,100,255,3,116,255,4,113,255,1,141,255,2,142,255,3,125,255,4,132,255,12.1831550999932,0
1,2,205421,1,117,255,2,101,255,3,100,255,4,97,255,1,141,255,2,142,255,3,125,255,4,132,255,11.6410642384298,0
1,2,205422,1,117,255,2,101,255,3,116,255,4,128,255,1,140,255,2,125,255,3,141,255,4,133,255,11.4391720280741,0
1,2,205423,1,117,255,2,101,255,3,116,255,4,128,255,1,140,255,2,125,255,3,141,255,4,133,255,12.010974301411,0
1,2,205424,1,117,255,2,116,255,3,101,255,4,128,255,1,140,255,2,141,255,3,125,255,4,133,255,12.1929682180318,0
1,2,205425,1,117,255,2,101,255,3,116,255,4,128,255,1,140,255,2,125,255,3,141,255,4,133,255,12.2545734761114,0
1,2,205426,1,117,255,2,101,255,3,116,255,4,128,255,1,140,255,2,125,255,3,141,255,4,133,255,12.0042427471547,0
1,2,205427,1,117,255,2,101,255,3,100,255,4,97,255,1,140,255,2,141,255,3,142,255,4,133,255,11.1967016184954,0
1,2,205428,1,117,255,2,101,255,3,100,255,4,98,255,1,142,255,2,140,255,3,141,255,4,117,255,10.4988116262225,0
1,2,205429,1,117,255,2,116,255,3,101,255,4,99,255,1,141,255,2,125,255,3,140,255,4,117,255,10.3790145126556,0
1,2,205430,1,117,255,2,101,255,3,116,255,4,99,255,1,124,255,2,140,255,3,141,255,4,117,255,10.223186074429,0
1,2,205431,1,101,255,2,116,255,3,117,255,4,100,255,1,141,255,2,140,255,3,124,255,4,117,255,9.96301437911612,0
1,2,205432,1,101,255,2,117,255,3,116,255,4,100,255,1,141,255,2,124,255,3,140,255,4,117,255,9.9402502519571,0
1,2,205433,1,116,255,2,101,255,3,117,255,4,100,255,1,140,255,2,141,255,3,124,255,4,117,255,9.90241522451959,0
1,2,205434,1,101,255,2,100,255,3,117,255,4,99,255,1,141,255,2,140,255,3,124,255,4,133,255,9.57685572347904,0
1,2,205435,1,101,255,2,117,255,3,116,255,4,100,255,1,140,255,2,124,255,3,141,255,4,132,255,10.4997503053355,0
1,2,205436,1,116,255,2,117,255,3,101,255,4,100,255,1,140,255,2,124,255,3,141,255,4,133,255,10.2344533999168,0
1,2,205437,1,117,255,2,101,255,3,116,255,4,100,255,1,124,255,2,141,255,3,140,255,4,132,255,10.1581301223127,0
1,2,205438,1,101,255,2,117,255,3,116,255,4,100,255,1,141,255,2,124,255,3,140,255,4,132,255,9.74916235680229,0
1,2,205439,1,117,255,2,118,255,3,101,255,4,100,255,1,124,255,2,140,255,3,141,255,4,117,255,9.6910304531073,0
1,2,205440,1,101,255,2,118,255,3,117,255,4,100,255,1,140,255,2,141,255,3,124,255,4,117,255,9.6192029362904,0
1,2,205441,1,118,255,2,102,255,3,117,255,4,101,255,1,124,255,2,140,255,3,141,255,4,117,255,9.60543224008146,0
1,2,205442,1,102,255,2,101,255,3,118,255,4,117,255,1,139,255,2,140,255,3,124,255,4,134,255,9.77566032674478,0
1,2,205443,1,101,255,2,102,255,3,117,255,4,118,255,1,139,255,2,123,255,3,140,255,4,117,255,11.674813503496,0
1,2,205444,1,117,255,2,118,255,3,101,255,4,102,255,1,139,255,2,140,255,3,123,255,4,117,255,11.1380119786539,0
1,2,205445,1,102,255,2,118,255,3,101,255,4,117,255,1,123,255,2,140,255,3,139,255,4,117,255,11.937411468384,0
1,2,205446,1,118,255,2,117,255,3,102,255,4,101,255,1,139,255,2,140,255,3,123,255,4,117,255,11.4923389395611,0
1,2,205447,1,118,255,2,102,255,3,117,255,4,101,255,1,123,255,2,140,255,3,139,255,4,117,255,11.3924879485946,0
1,2,205448,1,118,255,2,117,255,3,102,255,4,101,255,1,139,255,2,123,255,3,140,255,4,117,255,10.8384402203041,0
1,2,205449,1,134,255,2,118,255,3,101,255,4,117,255,1,139,255,2,140,255,3,123,255,4,117,255,10.9353177159941,0
1,2,205450,1,118,255,2,117,255,3,102,255,4,101,255,1,122,255,2,139,255,3,123,255,4,117,255,10.6943451529657,0
1,2,205451,1,102,255,2,117,255,3,118,255,4,101,255,1,139,255,2,123,255,3,124,255,4,117,255,10.5231799416358,0
1,2,205452,1,102,255,2,101,255,3,118,255,4,117,255,1,123,255,2,139,255,3,124,255,4,117,255,10.2524483560023,0
1,2,205453,1,118,255,2,117,255,3,102,255,4,101,255,1,139,255,2,123,255,3,124,255,4,117,255,10.1577362426008,0
1,2,205454,1,118,255,2,117,255,3,102,255,4,101,255,1,139,255,2,140,255,3,124,255,4,117,255,10.3141247427081,0
1,2,205455,1,102,255,2,118,255,3,117,255,4,101,255,1,124,255,2,140,255,3,139,255,4,117,255,11.4769588714049,0
1,2,205456,1,118,255,2,117,255,3,102,255,4,101,255,1,124,255,2,140,255,3,139,255,4,117,255,11.8095203837627,0
1,2,205457,1,102,255,2,118,255,3,117,255,4,101,255,1,124,255,2,139,255,3,140,255,4,117,255,11.8090252027004,0
1,2,205458,1,118,255,2,117,255,3,102,255,4,101,255,1,140,255,2,139,255,3,124,255,4,117,255,12.0517159623606,0
1,2,205459,1,117,255,2,101,255,3,118,255,4,102,255,1,140,255,2,139,255,3,124,255,4,117,255,11.6730731060386,0
1,2,205460,1,117,255,2,102,255,3,118,255,4,101,255,1,139,255,2,140,255,3,124,255,4,117,255,11.6937305782942,0
1,2,205461,1,102,255,2,117,255,3,118,255,4,101,255,1,140,255,2,139,255,3,124,255,4,117,255,11.8687410802825,0
1,2,205462,1,118,255,2,117,255,3,102,255,4,101,255,1,124,255,2,139,255,3,140,255,4,117,255,11.8140490593454,0
1,2,205463,1,102,255,2,118,255,3,117,255,4,116,255,1,139,255,2,124,255,3,140,255,4,117,255,12.1762274648522,0
1,2,205464,1,118,255,2,117,255,3,102,255,4,116,255,1,124,255,2,139,255,3,140,255,4,117,255,12.5297547964594,0
1,2,205465,1,102,255,2,118,255,3,117,255,4,116,255,1,140,255,2,124,255,3,139,255,4,117,255,12.9186381365157,0
1,2,205466,1,117,255,2,118,255,3,102,255,4,116,255,1,139,255,2,140,255,3,123,255,4,117,255,13.5069130794237,0
1,2,205467,1,117,255,2,118,255,3,102,255,4,116,255,1,123,255,2,139,255,3,140,255,4,117,255,14.3198957184195,0
1,2,205468,1,118,255,2,117,255,3,102,255,4,116,255,1,123,255,2,139,255,3,140,255,4,117,255,14.9392987650256,0
1,2,205469,1,117,255,2,118,255,3,102,255,4,116,255,1,123,255,2,139,255,3,140,255,4,117,255,15.0025780716357,0
1,2,205470,1,118,255,2,117,255,3,102,255,4,116,255,1,139,255,2,123,255,3,140,255,4,117,255,14.9838394699876,0
1,2,205471,1,118,255,2,117,255,3,102,255,4,116,255,1,139,255,2,123,255,3,140,255,4,117,255,14.6540669528185,0
1,2,205472,1,102,255,2,117,255,3,118,255,4,115,255,1,139,255,2,123,255,3,124,255,4,132,255,14.2425187096018,0
1,2,205473,1,117,255,2,102,255,3,118,255,4,115,255,1,123,255,2,139,255,3,124,255,4,132,255,13.2706790969482,0
1,2,205474,1,102,255,2,117,255,3,118,255,4,115,255,1,139,255,2,123,255,3,124,255,4,132,255,12.9917292578335,0
1,2,205475,1,102,255,2,117,255,3,118,255,4,114,255,1,139,255,2,123,255,3,124,255,4,133,255,12.8731676595417,0
